legis_names,clean_votes,law_unique,same_day
Walid Jalled,pour,Projet de loi NŒÁ13/2013 amendant et complí©tant certaines dispositions du code des procí©dures pí©nales Amendement du gouvernement relatif íæ l'article 13 bis 2016-02-02,B
Naoufel Jammali,pour,Projet de loi NŒÁ13/2013 amendant et complí©tant certaines dispositions du code des procí©dures pí©nales Amendement du gouvernement relatif íæ l'article 13 bis 2016-02-02,B
Houcine Jaziri,absent,Projet de loi NŒÁ13/2013 amendant et complí©tant certaines dispositions du code des procí©dures pí©nales Amendement du gouvernement relatif íæ l'article 13 bis 2016-02-02,B
Taoufik Jemli,pour,Projet de loi NŒÁ13/2013 amendant et complí©tant certaines dispositions du code des procí©dures pí©nales Amendement du gouvernement relatif íæ l'article 13 bis 2016-02-02,B
Youssef Jouini,pour,Projet de loi NŒÁ13/2013 amendant et complí©tant certaines dispositions du code des procí©dures pí©nales Amendement du gouvernement relatif íæ l'article 13 bis 2016-02-02,B
Maher Madhioub,pour,Projet de loi NŒÁ13/2013 amendant et complí©tant certaines dispositions du code des procí©dures pí©nales Amendement du gouvernement relatif íæ l'article 13 bis 2016-02-02,B
Noureddine Mrabti,pour,Projet de loi NŒÁ13/2013 amendant et complí©tant certaines dispositions du code des procí©dures pí©nales Amendement du gouvernement relatif íæ l'article 13 bis 2016-02-02,B
Hela Omrane,pour,Projet de loi NŒÁ13/2013 amendant et complí©tant certaines dispositions du code des procí©dures pí©nales Amendement du gouvernement relatif íæ l'article 13 bis 2016-02-02,B
Amal Souid,pour,Projet de loi NŒÁ13/2013 amendant et complí©tant certaines dispositions du code des procí©dures pí©nales Amendement du gouvernement relatif íæ l'article 13 bis 2016-02-02,B
Sofien Toubel,absent,Projet de loi NŒÁ13/2013 amendant et complí©tant certaines dispositions du code des procí©dures pí©nales Amendement du gouvernement relatif íæ l'article 13 bis 2016-02-02,B
Radhia Toumi,pour,Projet de loi NŒÁ13/2013 amendant et complí©tant certaines dispositions du code des procí©dures pí©nales Amendement du gouvernement relatif íæ l'article 13 bis 2016-02-02,B
Hssine Yahyaoui,pour,Projet de loi NŒÁ13/2013 amendant et complí©tant certaines dispositions du code des procí©dures pí©nales Amendement du gouvernement relatif íæ l'article 13 bis 2016-02-02,B
Ridha Zghondi,absent,Projet de loi NŒÁ13/2013 amendant et complí©tant certaines dispositions du code des procí©dures pí©nales Amendement du gouvernement relatif íæ l'article 13 bis 2016-02-02,B
Hafedh Zouari,pour,Projet de loi NŒÁ13/2013 amendant et complí©tant certaines dispositions du code des procí©dures pí©nales Amendement du gouvernement relatif íæ l'article 13 bis 2016-02-02,B
Leila ™Chettaoui Bougatef,absent,Projet de loi NŒÁ13/2013 amendant et complí©tant certaines dispositions du code des procí©dures pí©nales Amendement du gouvernement relatif íæ l'article 13 bis 2016-02-02,B
Samia Abbou,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Badreddine Abdelkefi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Abir Abdelli,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Asma Abou Hana,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mohamed Anouar Adhar,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Oussama Al Saghir,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Lotfi Ali,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Aymen Aloui,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Souhail Alouini,excuse,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Nizar Amami,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Ahmed Ameri,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Hssan Amri,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Noura Amri,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Ammar Amroussia,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mbarka AouaniaŒæ,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Jihen Aouichi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Sahbi Atig,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Wafa Attia,excuse,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Chafik Ayadi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Chaker Ayadi,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Fathi Ayadi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Dalila Babba,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Kalthoum Badreddine,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Chakib Bani,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Walid Banneni,excuse,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Salah Bargaoui,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Tarek Barrak,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Taher Battikh,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Souad Bayouli,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mohamed Ali Bedoui,excuse,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Ali Belakhoua,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Abdelmoumen Belanes,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Haykel Belgacem,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mondher Belhaj Ali,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Bochra Belhaj Hamida,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Moez Belhaj Rhouma,excuse,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Lakhdhar Belhouchat,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Aroua Ben Abbas,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Najia Ben Abdelhafidh,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Noureddine Ben Achour,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mustapha Ben Ahmed,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Khawla Ben Aicha,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Nadhir Ben Ammou,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Bechir Ben Amor,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Hedi Ben Braham,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Heger Ben Cheikh Ahmed,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Abdelkader Ben Dhifallah,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mahbouba Ben Dhifallah,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Faouzia Ben Fodha,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Ramzi Ben Fraj,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Sahbi Ben Fraj,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
El Khansa Ben Harrath,excuse,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Rabha Ben Hassine,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Ibtihej Ben Helal,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Emna Ben Hmayed,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Ismail Ben Mahmoud,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Imen Ben Mhamed,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mohamed Fadhel Ben Omrane,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Ibrahim Ben Said,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Ali Ben Salem,excuse,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mohamed Ben Salem,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mohamed Ben Souf,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Ali Bennour,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mohamed Kamel Besbes,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Slim Besbes,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Noureddine Bhiri,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Nozha Biaoui,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Sameh Bouhaouel,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Meriem Boujbel,excuse,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Houssem Bounenni,excuse,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Heger Bouzemmi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Monia Brahim,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Zeineb Brahmi,excuse,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Fathi Chamkhi,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Naceur Channoufi,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Ghazi Chaouachi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Ridha Charfeddine,excuse,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Abderraouf Chebbi,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Abderraouf Cherif,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Abdennaceur Chouikh,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Abderrazak Chraiet,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Imed Daimi,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Sameh Dammak,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Jamila Debbech,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Sabri Dekhil,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Ridha Dellai,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Kamel Dhaouadi,excuse,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Samir Dilou,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Belgacem Dkhili,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Lamia Dridi,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Noomane El Euch,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mohamed El Hamdi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Abderraouf El May,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Bechir Ellazzem,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mohamed Ennaceur,excuse,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Tahar Fdhil,excuse,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Marouan Felfel,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Hatem Ferjani,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Tarek Fetiti,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Sami Fetnassi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Chahida Fraj,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mohamed Frikha,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mohamed Ghannem,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Lamia Gharbi,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mohamed Jalel Ghedira,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Sabrine Goubantini,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mahmoud Gouiaa,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mohamed Hedi Gueddich,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Latifa Habachi,excuse,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Adnane Hajji,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mourad Hamaidi,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mounir Hamdi,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Salem Hamdi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Jilani Hammami,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Hela Hammi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Leila Hamrouni,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mohamed Kamel Hamzaoui,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mongi Harbaoui,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Kamel Harraghi,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Ons Hattab,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Karim Helali,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mabrouk Hrizi,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Zohra Idriss,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Riadh Jaidane,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Walid Jalled,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Naoufel Jammali,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Houcine Jaziri,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mohamed Ennaceur Jbira,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Ibtissem Jebabli,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Basma Jebali,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Taoufik Jemli,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Neji Jmal,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Jamila Jouini,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Olfa Jouini,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Youssef Jouini,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mohamed Amine Kahloul,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mahmoud Kahri,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Abada Kefi,excuse,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Safia Khalfi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Hmed Khaskhoussi,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Habib Khedher,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Faycel Khelifa,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Bechir Khelifi,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Imed Khemiri,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mohamed Ramzi Khmiss,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Abdelaziz Kotti,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Soulef Ksantini,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Khemais Ksila,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Ferida Laabidi,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Meherzia Laabidi,excuse,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Heger Laaroussi,excuse,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Salem Labiadh,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mohamed Lakhdhar Lajili,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Zied Lakhdhar,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Ali Laraiedh,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Ameur Laraiedh,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Lajmi Lourimi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Maher Madhioub,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Zouhair Maghzaoui,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Mohamed Mahjoub,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Rim Mahjoub,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Wafa Makhlouf,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Issam Matoussi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Ahmed Mechergui,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
Taieb Medni,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Principe de passage au vote sur les articles 2017-02-01,A
